CHROM,Position,Depth,sample_id,dpi,replicate
VEEV,269,8575,DPI3_R3_Lung,3,3
VEEV,270,8157,DPI3_R3_Lung,3,3
VEEV,271,8486,DPI3_R3_Lung,3,3
VEEV,272,6953,DPI3_R3_Lung,3,3
VEEV,273,5996,DPI3_R3_Lung,3,3
VEEV,274,7242,DPI3_R3_Lung,3,3
VEEV,275,5673,DPI3_R3_Lung,3,3
VEEV,276,6817,DPI3_R3_Lung,3,3
VEEV,277,6814,DPI3_R3_Lung,3,3
VEEV,278,8528,DPI3_R3_Lung,3,3
VEEV,279,7692,DPI3_R3_Lung,3,3
VEEV,280,7059,DPI3_R3_Lung,3,3
VEEV,281,5114,DPI3_R3_Lung,3,3
VEEV,282,5695,DPI3_R3_Lung,3,3
VEEV,283,8184,DPI3_R3_Lung,3,3
VEEV,284,7559,DPI3_R3_Lung,3,3
VEEV,285,6506,DPI3_R3_Lung,3,3
VEEV,286,5955,DPI3_R3_Lung,3,3
VEEV,287,7800,DPI3_R3_Lung,3,3
VEEV,288,6458,DPI3_R3_Lung,3,3
VEEV,289,6453,DPI3_R3_Lung,3,3
VEEV,290,7692,DPI3_R3_Lung,3,3
VEEV,291,5314,DPI3_R3_Lung,3,3
VEEV,292,7176,DPI3_R3_Lung,3,3
VEEV,293,6158,DPI3_R3_Lung,3,3
VEEV,294,8997,DPI3_R3_Lung,3,3
VEEV,295,6853,DPI3_R3_Lung,3,3
VEEV,296,8243,DPI3_R3_Lung,3,3
VEEV,297,5935,DPI3_R3_Lung,3,3
VEEV,298,8662,DPI3_R3_Lung,3,3
VEEV,299,7567,DPI3_R3_Lung,3,3
VEEV,300,8385,DPI3_R3_Lung,3,3
VEEV,301,7061,DPI3_R3_Lung,3,3
VEEV,302,6030,DPI3_R3_Lung,3,3
VEEV,303,7220,DPI3_R3_Lung,3,3
VEEV,304,5216,DPI3_R3_Lung,3,3
VEEV,305,5105,DPI3_R3_Lung,3,3
VEEV,306,7396,DPI3_R3_Lung,3,3
VEEV,307,5598,DPI3_R3_Lung,3,3
VEEV,308,7837,DPI3_R3_Lung,3,3
VEEV,309,6657,DPI3_R3_Lung,3,3
VEEV,310,6450,DPI3_R3_Lung,3,3
VEEV,311,6063,DPI3_R3_Lung,3,3
VEEV,312,5943,DPI3_R3_Lung,3,3
VEEV,313,7496,DPI3_R3_Lung,3,3
VEEV,314,8304,DPI3_R3_Lung,3,3
VEEV,315,8560,DPI3_R3_Lung,3,3
VEEV,316,6818,DPI3_R3_Lung,3,3
VEEV,317,5985,DPI3_R3_Lung,3,3
VEEV,318,4739,DPI3_R3_Lung,3,3
VEEV,319,8645,DPI3_R3_Lung,3,3
VEEV,320,7913,DPI3_R3_Lung,3,3
VEEV,321,8852,DPI3_R3_Lung,3,3
VEEV,322,8896,DPI3_R3_Lung,3,3
VEEV,323,6058,DPI3_R3_Lung,3,3
VEEV,324,6281,DPI3_R3_Lung,3,3
VEEV,325,6482,DPI3_R3_Lung,3,3
VEEV,326,8145,DPI3_R3_Lung,3,3
VEEV,327,7750,DPI3_R3_Lung,3,3
VEEV,328,7136,DPI3_R3_Lung,3,3
VEEV,329,5348,DPI3_R3_Lung,3,3
VEEV,330,7105,DPI3_R3_Lung,3,3
VEEV,331,6889,DPI3_R3_Lung,3,3
VEEV,332,7939,DPI3_R3_Lung,3,3
VEEV,333,5733,DPI3_R3_Lung,3,3
VEEV,334,5917,DPI3_R3_Lung,3,3
VEEV,335,6524,DPI3_R3_Lung,3,3
VEEV,336,7680,DPI3_R3_Lung,3,3
VEEV,337,5695,DPI3_R3_Lung,3,3
VEEV,338,7794,DPI3_R3_Lung,3,3
VEEV,339,5820,DPI3_R3_Lung,3,3
VEEV,340,7872,DPI3_R3_Lung,3,3
VEEV,341,6045,DPI3_R3_Lung,3,3
VEEV,342,7837,DPI3_R3_Lung,3,3
VEEV,343,6318,DPI3_R3_Lung,3,3
VEEV,344,7064,DPI3_R3_Lung,3,3
VEEV,345,4488,DPI3_R3_Lung,3,3
VEEV,346,8068,DPI3_R3_Lung,3,3
VEEV,347,6386,DPI3_R3_Lung,3,3
VEEV,348,9743,DPI3_R3_Lung,3,3
VEEV,349,8200,DPI3_R3_Lung,3,3
VEEV,350,5979,DPI3_R3_Lung,3,3
VEEV,351,5422,DPI3_R3_Lung,3,3
VEEV,352,7719,DPI3_R3_Lung,3,3
VEEV,353,8968,DPI3_R3_Lung,3,3
VEEV,354,8948,DPI3_R3_Lung,3,3
VEEV,355,7485,DPI3_R3_Lung,3,3
VEEV,356,6555,DPI3_R3_Lung,3,3
VEEV,357,6739,DPI3_R3_Lung,3,3
VEEV,358,7803,DPI3_R3_Lung,3,3
VEEV,359,5829,DPI3_R3_Lung,3,3
VEEV,360,6947,DPI3_R3_Lung,3,3
VEEV,361,6622,DPI3_R3_Lung,3,3
VEEV,362,6201,DPI3_R3_Lung,3,3
VEEV,363,6917,DPI3_R3_Lung,3,3
VEEV,364,7323,DPI3_R3_Lung,3,3
VEEV,365,5877,DPI3_R3_Lung,3,3
VEEV,366,7657,DPI3_R3_Lung,3,3
VEEV,367,9249,DPI3_R3_Lung,3,3
VEEV,368,7458,DPI3_R3_Lung,3,3
VEEV,369,6619,DPI3_R3_Lung,3,3
VEEV,370,5854,DPI3_R3_Lung,3,3
VEEV,371,6670,DPI3_R3_Lung,3,3
VEEV,372,6135,DPI3_R3_Lung,3,3
VEEV,373,5322,DPI3_R3_Lung,3,3
VEEV,374,7168,DPI3_R3_Lung,3,3
VEEV,375,6887,DPI3_R3_Lung,3,3
VEEV,376,6247,DPI3_R3_Lung,3,3
VEEV,377,6612,DPI3_R3_Lung,3,3
VEEV,378,6279,DPI3_R3_Lung,3,3
VEEV,379,6871,DPI3_R3_Lung,3,3
VEEV,380,6053,DPI3_R3_Lung,3,3
VEEV,381,7103,DPI3_R3_Lung,3,3
VEEV,382,7884,DPI3_R3_Lung,3,3
VEEV,383,9634,DPI3_R3_Lung,3,3
VEEV,384,7452,DPI3_R3_Lung,3,3
VEEV,385,7418,DPI3_R3_Lung,3,3
VEEV,386,7553,DPI3_R3_Lung,3,3
VEEV,387,7953,DPI3_R3_Lung,3,3
VEEV,388,6431,DPI3_R3_Lung,3,3
VEEV,389,7376,DPI3_R3_Lung,3,3
VEEV,390,5692,DPI3_R3_Lung,3,3
VEEV,391,6034,DPI3_R3_Lung,3,3
VEEV,392,6473,DPI3_R3_Lung,3,3
VEEV,393,5965,DPI3_R3_Lung,3,3
VEEV,394,7614,DPI3_R3_Lung,3,3
VEEV,395,6528,DPI3_R3_Lung,3,3
VEEV,396,6717,DPI3_R3_Lung,3,3
VEEV,397,7682,DPI3_R3_Lung,3,3
VEEV,398,6535,DPI3_R3_Lung,3,3
VEEV,399,6507,DPI3_R3_Lung,3,3
VEEV,400,6205,DPI3_R3_Lung,3,3
VEEV,401,5508,DPI3_R3_Lung,3,3
VEEV,402,8318,DPI3_R3_Lung,3,3
VEEV,403,5831,DPI3_R3_Lung,3,3
VEEV,404,7080,DPI3_R3_Lung,3,3
VEEV,405,6996,DPI3_R3_Lung,3,3
VEEV,406,7773,DPI3_R3_Lung,3,3
VEEV,407,5827,DPI3_R3_Lung,3,3
VEEV,408,8164,DPI3_R3_Lung,3,3
VEEV,409,6885,DPI3_R3_Lung,3,3
VEEV,410,5964,DPI3_R3_Lung,3,3
VEEV,411,5580,DPI3_R3_Lung,3,3
VEEV,412,8563,DPI3_R3_Lung,3,3
VEEV,413,5898,DPI3_R3_Lung,3,3
VEEV,414,7012,DPI3_R3_Lung,3,3
VEEV,415,8185,DPI3_R3_Lung,3,3
VEEV,416,8608,DPI3_R3_Lung,3,3
VEEV,417,6595,DPI3_R3_Lung,3,3
VEEV,418,7219,DPI3_R3_Lung,3,3
VEEV,419,6668,DPI3_R3_Lung,3,3
VEEV,420,6684,DPI3_R3_Lung,3,3
VEEV,421,7587,DPI3_R3_Lung,3,3
VEEV,422,8370,DPI3_R3_Lung,3,3
VEEV,423,7433,DPI3_R3_Lung,3,3
VEEV,424,6499,DPI3_R3_Lung,3,3
VEEV,425,6604,DPI3_R3_Lung,3,3
VEEV,426,8200,DPI3_R3_Lung,3,3
VEEV,427,7502,DPI3_R3_Lung,3,3
VEEV,428,7966,DPI3_R3_Lung,3,3
VEEV,429,6780,DPI3_R3_Lung,3,3
VEEV,430,6213,DPI3_R3_Lung,3,3
VEEV,431,9582,DPI3_R3_Lung,3,3
VEEV,432,8320,DPI3_R3_Lung,3,3
VEEV,433,6884,DPI3_R3_Lung,3,3
VEEV,434,8677,DPI3_R3_Lung,3,3
VEEV,435,6974,DPI3_R3_Lung,3,3
VEEV,436,6104,DPI3_R3_Lung,3,3
VEEV,437,5967,DPI3_R3_Lung,3,3
VEEV,438,6839,DPI3_R3_Lung,3,3
VEEV,439,6113,DPI3_R3_Lung,3,3
VEEV,440,8710,DPI3_R3_Lung,3,3
VEEV,441,7984,DPI3_R3_Lung,3,3
VEEV,442,6644,DPI3_R3_Lung,3,3
VEEV,443,5765,DPI3_R3_Lung,3,3
VEEV,444,5720,DPI3_R3_Lung,3,3
VEEV,445,6017,DPI3_R3_Lung,3,3
VEEV,446,6469,DPI3_R3_Lung,3,3
VEEV,447,8212,DPI3_R3_Lung,3,3
VEEV,448,6586,DPI3_R3_Lung,3,3
VEEV,449,9482,DPI3_R3_Lung,3,3
VEEV,450,8699,DPI3_R3_Lung,3,3
VEEV,451,5727,DPI3_R3_Lung,3,3
VEEV,452,6308,DPI3_R3_Lung,3,3
VEEV,453,5059,DPI3_R3_Lung,3,3
VEEV,454,8060,DPI3_R3_Lung,3,3
VEEV,455,5751,DPI3_R3_Lung,3,3
VEEV,456,7918,DPI3_R3_Lung,3,3
VEEV,457,5974,DPI3_R3_Lung,3,3
VEEV,458,5757,DPI3_R3_Lung,3,3
VEEV,459,9653,DPI3_R3_Lung,3,3
VEEV,460,7396,DPI3_R3_Lung,3,3
VEEV,461,5376,DPI3_R3_Lung,3,3
VEEV,462,7816,DPI3_R3_Lung,3,3
VEEV,463,6379,DPI3_R3_Lung,3,3
VEEV,464,7021,DPI3_R3_Lung,3,3
VEEV,465,9211,DPI3_R3_Lung,3,3
VEEV,466,6255,DPI3_R3_Lung,3,3
VEEV,467,6489,DPI3_R3_Lung,3,3
VEEV,468,5945,DPI3_R3_Lung,3,3
VEEV,469,6334,DPI3_R3_Lung,3,3
VEEV,470,6281,DPI3_R3_Lung,3,3
VEEV,471,6721,DPI3_R3_Lung,3,3
VEEV,472,9120,DPI3_R3_Lung,3,3
VEEV,473,6737,DPI3_R3_Lung,3,3
VEEV,474,6427,DPI3_R3_Lung,3,3
VEEV,475,5132,DPI3_R3_Lung,3,3
VEEV,476,6883,DPI3_R3_Lung,3,3
VEEV,477,7536,DPI3_R3_Lung,3,3
VEEV,478,5050,DPI3_R3_Lung,3,3
VEEV,479,8537,DPI3_R3_Lung,3,3
VEEV,480,9315,DPI3_R3_Lung,3,3
VEEV,481,6118,DPI3_R3_Lung,3,3
VEEV,482,8135,DPI3_R3_Lung,3,3
VEEV,483,6588,DPI3_R3_Lung,3,3
VEEV,484,7546,DPI3_R3_Lung,3,3
VEEV,485,8827,DPI3_R3_Lung,3,3
VEEV,486,8524,DPI3_R3_Lung,3,3
VEEV,487,8268,DPI3_R3_Lung,3,3
VEEV,488,4669,DPI3_R3_Lung,3,3
VEEV,489,6730,DPI3_R3_Lung,3,3
VEEV,490,5491,DPI3_R3_Lung,3,3
VEEV,491,5490,DPI3_R3_Lung,3,3
VEEV,492,8513,DPI3_R3_Lung,3,3
VEEV,493,6249,DPI3_R3_Lung,3,3
VEEV,494,7954,DPI3_R3_Lung,3,3
VEEV,495,8610,DPI3_R3_Lung,3,3
VEEV,496,8623,DPI3_R3_Lung,3,3
VEEV,497,5814,DPI3_R3_Lung,3,3
VEEV,498,8103,DPI3_R3_Lung,3,3
VEEV,499,5724,DPI3_R3_Lung,3,3
VEEV,500,7341,DPI3_R3_Lung,3,3
VEEV,501,8368,DPI3_R3_Lung,3,3
VEEV,502,6473,DPI3_R3_Lung,3,3
VEEV,503,6843,DPI3_R3_Lung,3,3
VEEV,504,7193,DPI3_R3_Lung,3,3
VEEV,505,7652,DPI3_R3_Lung,3,3
VEEV,506,6976,DPI3_R3_Lung,3,3
VEEV,507,8120,DPI3_R3_Lung,3,3
VEEV,508,8551,DPI3_R3_Lung,3,3
VEEV,509,5758,DPI3_R3_Lung,3,3
VEEV,510,5835,DPI3_R3_Lung,3,3
VEEV,511,8257,DPI3_R3_Lung,3,3
VEEV,512,6928,DPI3_R3_Lung,3,3
VEEV,513,8128,DPI3_R3_Lung,3,3
VEEV,514,8225,DPI3_R3_Lung,3,3
VEEV,515,9394,DPI3_R3_Lung,3,3
VEEV,516,8360,DPI3_R3_Lung,3,3
VEEV,517,8627,DPI3_R3_Lung,3,3
VEEV,518,6719,DPI3_R3_Lung,3,3
VEEV,519,7825,DPI3_R3_Lung,3,3
VEEV,520,8217,DPI3_R3_Lung,3,3
VEEV,521,5278,DPI3_R3_Lung,3,3
VEEV,522,5419,DPI3_R3_Lung,3,3
VEEV,523,6129,DPI3_R3_Lung,3,3
VEEV,524,9320,DPI3_R3_Lung,3,3
VEEV,525,6354,DPI3_R3_Lung,3,3
VEEV,526,5974,DPI3_R3_Lung,3,3
VEEV,527,5675,DPI3_R3_Lung,3,3
VEEV,528,8340,DPI3_R3_Lung,3,3
VEEV,529,8569,DPI3_R3_Lung,3,3
VEEV,530,5885,DPI3_R3_Lung,3,3
VEEV,531,8151,DPI3_R3_Lung,3,3
VEEV,532,7225,DPI3_R3_Lung,3,3
VEEV,533,7514,DPI3_R3_Lung,3,3
VEEV,534,8001,DPI3_R3_Lung,3,3
VEEV,535,5494,DPI3_R3_Lung,3,3
VEEV,536,6356,DPI3_R3_Lung,3,3
VEEV,537,6873,DPI3_R3_Lung,3,3
VEEV,538,5051,DPI3_R3_Lung,3,3
VEEV,539,9397,DPI3_R3_Lung,3,3
VEEV,540,8254,DPI3_R3_Lung,3,3
VEEV,541,7551,DPI3_R3_Lung,3,3
VEEV,542,6427,DPI3_R3_Lung,3,3
VEEV,543,7424,DPI3_R3_Lung,3,3
VEEV,544,6597,DPI3_R3_Lung,3,3
VEEV,545,7006,DPI3_R3_Lung,3,3
VEEV,546,7280,DPI3_R3_Lung,3,3
VEEV,547,5954,DPI3_R3_Lung,3,3
VEEV,548,7430,DPI3_R3_Lung,3,3
VEEV,549,5831,DPI3_R3_Lung,3,3
VEEV,550,7021,DPI3_R3_Lung,3,3
VEEV,551,8520,DPI3_R3_Lung,3,3
VEEV,552,7997,DPI3_R3_Lung,3,3
VEEV,553,7377,DPI3_R3_Lung,3,3
VEEV,554,8893,DPI3_R3_Lung,3,3
VEEV,555,8471,DPI3_R3_Lung,3,3
VEEV,556,9338,DPI3_R3_Lung,3,3
VEEV,557,5849,DPI3_R3_Lung,3,3
VEEV,558,6886,DPI3_R3_Lung,3,3
VEEV,559,7744,DPI3_R3_Lung,3,3
VEEV,560,8691,DPI3_R3_Lung,3,3
VEEV,561,7500,DPI3_R3_Lung,3,3
VEEV,562,6606,DPI3_R3_Lung,3,3
VEEV,563,7269,DPI3_R3_Lung,3,3
VEEV,564,5728,DPI3_R3_Lung,3,3
VEEV,565,8424,DPI3_R3_Lung,3,3
VEEV,566,8011,DPI3_R3_Lung,3,3
VEEV,567,8549,DPI3_R3_Lung,3,3
VEEV,568,5847,DPI3_R3_Lung,3,3
VEEV,569,6377,DPI3_R3_Lung,3,3
VEEV,570,9110,DPI3_R3_Lung,3,3
VEEV,571,7645,DPI3_R3_Lung,3,3
VEEV,572,9193,DPI3_R3_Lung,3,3
VEEV,573,7575,DPI3_R3_Lung,3,3
VEEV,574,6416,DPI3_R3_Lung,3,3
VEEV,575,7167,DPI3_R3_Lung,3,3
VEEV,576,6275,DPI3_R3_Lung,3,3
VEEV,577,6680,DPI3_R3_Lung,3,3
VEEV,578,7214,DPI3_R3_Lung,3,3
VEEV,579,6364,DPI3_R3_Lung,3,3
VEEV,580,8190,DPI3_R3_Lung,3,3
VEEV,581,7189,DPI3_R3_Lung,3,3
VEEV,582,7296,DPI3_R3_Lung,3,3
VEEV,583,9400,DPI3_R3_Lung,3,3
VEEV,584,5904,DPI3_R3_Lung,3,3
VEEV,585,6900,DPI3_R3_Lung,3,3
VEEV,586,8032,DPI3_R3_Lung,3,3
VEEV,587,8191,DPI3_R3_Lung,3,3
VEEV,588,7270,DPI3_R3_Lung,3,3
VEEV,589,6131,DPI3_R3_Lung,3,3
VEEV,590,7594,DPI3_R3_Lung,3,3
VEEV,591,8379,DPI3_R3_Lung,3,3
VEEV,592,6365,DPI3_R3_Lung,3,3
VEEV,593,6281,DPI3_R3_Lung,3,3
VEEV,594,10667,DPI3_R3_Lung,3,3
VEEV,595,8460,DPI3_R3_Lung,3,3
VEEV,596,5270,DPI3_R3_Lung,3,3
VEEV,597,6399,DPI3_R3_Lung,3,3
VEEV,598,4519,DPI3_R3_Lung,3,3
VEEV,599,8453,DPI3_R3_Lung,3,3
VEEV,600,7512,DPI3_R3_Lung,3,3
VEEV,601,7596,DPI3_R3_Lung,3,3
VEEV,602,9373,DPI3_R3_Lung,3,3
VEEV,603,7470,DPI3_R3_Lung,3,3
VEEV,604,6982,DPI3_R3_Lung,3,3
VEEV,605,5821,DPI3_R3_Lung,3,3
VEEV,606,5284,DPI3_R3_Lung,3,3
VEEV,607,7640,DPI3_R3_Lung,3,3
VEEV,608,7051,DPI3_R3_Lung,3,3
VEEV,609,7069,DPI3_R3_Lung,3,3
VEEV,610,7881,DPI3_R3_Lung,3,3
VEEV,611,7972,DPI3_R3_Lung,3,3
VEEV,612,9216,DPI3_R3_Lung,3,3
VEEV,613,7616,DPI3_R3_Lung,3,3
VEEV,614,8211,DPI3_R3_Lung,3,3
VEEV,615,8421,DPI3_R3_Lung,3,3
VEEV,616,6111,DPI3_R3_Lung,3,3
VEEV,617,9070,DPI3_R3_Lung,3,3
VEEV,618,5808,DPI3_R3_Lung,3,3
VEEV,619,7413,DPI3_R3_Lung,3,3
VEEV,620,7635,DPI3_R3_Lung,3,3
VEEV,621,6984,DPI3_R3_Lung,3,3
VEEV,622,5688,DPI3_R3_Lung,3,3
VEEV,623,7249,DPI3_R3_Lung,3,3
VEEV,624,6386,DPI3_R3_Lung,3,3
VEEV,625,6224,DPI3_R3_Lung,3,3
VEEV,626,7241,DPI3_R3_Lung,3,3
VEEV,627,7043,DPI3_R3_Lung,3,3
VEEV,628,7744,DPI3_R3_Lung,3,3
VEEV,629,7597,DPI3_R3_Lung,3,3
VEEV,630,8387,DPI3_R3_Lung,3,3
VEEV,631,8868,DPI3_R3_Lung,3,3
VEEV,632,6745,DPI3_R3_Lung,3,3
VEEV,633,7384,DPI3_R3_Lung,3,3
VEEV,634,5612,DPI3_R3_Lung,3,3
VEEV,635,5841,DPI3_R3_Lung,3,3
VEEV,636,8036,DPI3_R3_Lung,3,3
VEEV,637,7591,DPI3_R3_Lung,3,3
VEEV,638,7835,DPI3_R3_Lung,3,3
VEEV,639,7009,DPI3_R3_Lung,3,3
VEEV,640,8724,DPI3_R3_Lung,3,3
VEEV,641,7548,DPI3_R3_Lung,3,3
VEEV,642,5092,DPI3_R3_Lung,3,3
VEEV,643,8165,DPI3_R3_Lung,3,3
VEEV,644,7371,DPI3_R3_Lung,3,3
VEEV,645,7948,DPI3_R3_Lung,3,3
VEEV,646,7797,DPI3_R3_Lung,3,3
VEEV,647,9500,DPI3_R3_Lung,3,3
VEEV,648,8909,DPI3_R3_Lung,3,3
VEEV,649,5612,DPI3_R3_Lung,3,3
VEEV,650,7363,DPI3_R3_Lung,3,3
VEEV,651,6242,DPI3_R3_Lung,3,3
VEEV,652,7892,DPI3_R3_Lung,3,3
VEEV,653,7711,DPI3_R3_Lung,3,3
VEEV,654,8480,DPI3_R3_Lung,3,3
VEEV,655,7122,DPI3_R3_Lung,3,3
VEEV,656,5751,DPI3_R3_Lung,3,3
VEEV,657,5994,DPI3_R3_Lung,3,3
VEEV,658,5824,DPI3_R3_Lung,3,3
VEEV,659,7135,DPI3_R3_Lung,3,3
VEEV,660,9565,DPI3_R3_Lung,3,3
VEEV,661,7950,DPI3_R3_Lung,3,3
VEEV,662,7681,DPI3_R3_Lung,3,3
VEEV,663,7286,DPI3_R3_Lung,3,3
VEEV,664,6700,DPI3_R3_Lung,3,3
VEEV,665,6121,DPI3_R3_Lung,3,3
VEEV,666,7192,DPI3_R3_Lung,3,3
VEEV,667,7550,DPI3_R3_Lung,3,3
VEEV,668,9237,DPI3_R3_Lung,3,3
VEEV,669,6671,DPI3_R3_Lung,3,3
VEEV,670,6727,DPI3_R3_Lung,3,3
VEEV,671,9009,DPI3_R3_Lung,3,3
VEEV,672,7714,DPI3_R3_Lung,3,3
VEEV,673,5282,DPI3_R3_Lung,3,3
VEEV,674,7073,DPI3_R3_Lung,3,3
VEEV,675,7165,DPI3_R3_Lung,3,3
VEEV,676,6754,DPI3_R3_Lung,3,3
VEEV,677,5636,DPI3_R3_Lung,3,3
VEEV,678,6748,DPI3_R3_Lung,3,3
VEEV,679,6144,DPI3_R3_Lung,3,3
VEEV,680,9497,DPI3_R3_Lung,3,3
VEEV,681,7138,DPI3_R3_Lung,3,3
VEEV,682,5645,DPI3_R3_Lung,3,3
VEEV,683,7344,DPI3_R3_Lung,3,3
VEEV,684,7058,DPI3_R3_Lung,3,3
VEEV,685,6055,DPI3_R3_Lung,3,3
VEEV,686,5664,DPI3_R3_Lung,3,3
VEEV,687,6550,DPI3_R3_Lung,3,3
VEEV,688,6583,DPI3_R3_Lung,3,3
VEEV,689,7434,DPI3_R3_Lung,3,3
VEEV,690,6273,DPI3_R3_Lung,3,3
VEEV,691,5326,DPI3_R3_Lung,3,3
VEEV,692,9553,DPI3_R3_Lung,3,3
VEEV,693,7138,DPI3_R3_Lung,3,3
VEEV,694,6552,DPI3_R3_Lung,3,3
VEEV,695,6490,DPI3_R3_Lung,3,3
VEEV,696,6830,DPI3_R3_Lung,3,3
VEEV,697,5511,DPI3_R3_Lung,3,3
VEEV,698,6178,DPI3_R3_Lung,3,3
VEEV,699,10189,DPI3_R3_Lung,3,3
VEEV,700,6371,DPI3_R3_Lung,3,3
VEEV,701,8705,DPI3_R3_Lung,3,3
VEEV,702,7949,DPI3_R3_Lung,3,3
VEEV,703,6474,DPI3_R3_Lung,3,3
VEEV,704,5185,DPI3_R3_Lung,3,3
VEEV,705,9920,DPI3_R3_Lung,3,3
VEEV,706,7011,DPI3_R3_Lung,3,3
VEEV,707,8527,DPI3_R3_Lung,3,3
VEEV,708,9759,DPI3_R3_Lung,3,3
VEEV,709,6215,DPI3_R3_Lung,3,3
VEEV,710,5243,DPI3_R3_Lung,3,3
VEEV,711,9250,DPI3_R3_Lung,3,3
VEEV,712,8261,DPI3_R3_Lung,3,3
VEEV,713,6194,DPI3_R3_Lung,3,3
VEEV,714,6911,DPI3_R3_Lung,3,3
VEEV,715,6985,DPI3_R3_Lung,3,3
VEEV,716,6170,DPI3_R3_Lung,3,3
VEEV,717,7690,DPI3_R3_Lung,3,3
VEEV,718,6567,DPI3_R3_Lung,3,3
VEEV,719,7282,DPI3_R3_Lung,3,3
VEEV,720,6867,DPI3_R3_Lung,3,3
VEEV,721,8669,DPI3_R3_Lung,3,3
VEEV,722,8989,DPI3_R3_Lung,3,3
VEEV,723,7365,DPI3_R3_Lung,3,3
VEEV,724,5246,DPI3_R3_Lung,3,3
VEEV,725,9091,DPI3_R3_Lung,3,3
VEEV,726,6742,DPI3_R3_Lung,3,3
VEEV,727,7528,DPI3_R3_Lung,3,3
VEEV,728,5497,DPI3_R3_Lung,3,3
VEEV,729,6750,DPI3_R3_Lung,3,3
VEEV,730,6581,DPI3_R3_Lung,3,3
VEEV,731,6591,DPI3_R3_Lung,3,3
VEEV,732,7333,DPI3_R3_Lung,3,3
VEEV,733,6001,DPI3_R3_Lung,3,3
VEEV,734,6631,DPI3_R3_Lung,3,3
VEEV,735,6603,DPI3_R3_Lung,3,3
VEEV,736,7259,DPI3_R3_Lung,3,3
VEEV,737,8485,DPI3_R3_Lung,3,3
VEEV,738,8461,DPI3_R3_Lung,3,3
VEEV,739,7993,DPI3_R3_Lung,3,3
VEEV,740,7190,DPI3_R3_Lung,3,3
VEEV,741,10042,DPI3_R3_Lung,3,3
VEEV,742,6849,DPI3_R3_Lung,3,3
VEEV,743,6484,DPI3_R3_Lung,3,3
VEEV,744,4711,DPI3_R3_Lung,3,3
VEEV,745,7001,DPI3_R3_Lung,3,3
VEEV,746,9029,DPI3_R3_Lung,3,3
VEEV,747,4246,DPI3_R3_Lung,3,3
VEEV,748,6902,DPI3_R3_Lung,3,3
VEEV,749,7867,DPI3_R3_Lung,3,3
VEEV,750,6243,DPI3_R3_Lung,3,3
VEEV,751,7232,DPI3_R3_Lung,3,3
VEEV,752,7922,DPI3_R3_Lung,3,3
VEEV,753,7644,DPI3_R3_Lung,3,3
VEEV,754,6355,DPI3_R3_Lung,3,3
VEEV,755,8591,DPI3_R3_Lung,3,3
VEEV,756,5226,DPI3_R3_Lung,3,3
VEEV,757,7480,DPI3_R3_Lung,3,3
VEEV,758,6954,DPI3_R3_Lung,3,3
VEEV,759,8048,DPI3_R3_Lung,3,3
VEEV,760,8964,DPI3_R3_Lung,3,3
VEEV,761,4684,DPI3_R3_Lung,3,3
VEEV,762,6312,DPI3_R3_Lung,3,3
VEEV,763,4843,DPI3_R3_Lung,3,3
VEEV,764,7309,DPI3_R3_Lung,3,3
VEEV,765,6801,DPI3_R3_Lung,3,3
VEEV,766,7612,DPI3_R3_Lung,3,3
VEEV,767,6336,DPI3_R3_Lung,3,3
VEEV,768,7800,DPI3_R3_Lung,3,3
VEEV,769,8546,DPI3_R3_Lung,3,3
VEEV,770,7463,DPI3_R3_Lung,3,3
VEEV,771,7693,DPI3_R3_Lung,3,3
VEEV,772,5704,DPI3_R3_Lung,3,3
VEEV,773,7835,DPI3_R3_Lung,3,3
VEEV,774,8539,DPI3_R3_Lung,3,3
VEEV,775,6584,DPI3_R3_Lung,3,3
VEEV,776,9250,DPI3_R3_Lung,3,3
VEEV,777,7408,DPI3_R3_Lung,3,3
VEEV,778,6086,DPI3_R3_Lung,3,3
VEEV,779,9089,DPI3_R3_Lung,3,3
VEEV,780,6305,DPI3_R3_Lung,3,3
VEEV,781,6699,DPI3_R3_Lung,3,3
VEEV,782,6654,DPI3_R3_Lung,3,3
VEEV,783,7370,DPI3_R3_Lung,3,3
VEEV,784,8152,DPI3_R3_Lung,3,3
VEEV,785,8140,DPI3_R3_Lung,3,3
VEEV,786,5851,DPI3_R3_Lung,3,3
VEEV,787,8076,DPI3_R3_Lung,3,3
VEEV,788,7863,DPI3_R3_Lung,3,3
VEEV,789,5815,DPI3_R3_Lung,3,3
VEEV,790,7048,DPI3_R3_Lung,3,3
VEEV,791,6512,DPI3_R3_Lung,3,3
VEEV,792,6907,DPI3_R3_Lung,3,3
VEEV,793,5900,DPI3_R3_Lung,3,3
VEEV,794,6977,DPI3_R3_Lung,3,3
VEEV,795,8125,DPI3_R3_Lung,3,3
VEEV,796,7013,DPI3_R3_Lung,3,3
VEEV,797,7352,DPI3_R3_Lung,3,3
VEEV,798,7342,DPI3_R3_Lung,3,3
VEEV,799,5624,DPI3_R3_Lung,3,3
VEEV,800,6452,DPI3_R3_Lung,3,3
VEEV,801,7477,DPI3_R3_Lung,3,3
VEEV,802,9289,DPI3_R3_Lung,3,3
VEEV,803,6574,DPI3_R3_Lung,3,3
VEEV,804,6388,DPI3_R3_Lung,3,3
VEEV,805,5970,DPI3_R3_Lung,3,3
